Text,True Label,Predicted Label
outside the national benefits system  disabled people report that cuts to council and nhs budgets have had a huge impact on their lives  jemma brown has had direct experience of this  she is both blind and has mental health problems  she has been assessed and it has been agreed that she needs care but her local council will only pay a small proportion  indicating she will need to pay the rest  brown says she ca nt because they have nt taken her debt into consideration  she says   i was awarded seven pounds a week for care  putting me in a position where i ca nt afford the basic care i need to live a normal life  ,0,0
she got on the bus without difficulty but the problem came when a second disabled person  also in a wheelchair  tried to board at the next stop ,0,0
a healthy ireland fund  which will partly provide support to the obesity plan  is in need of  25m a year to put it on a sustainable footing  but just  5m was allocated for 2017 ,0,0
widodo earlier in september sent his foreign minister retno marsudi to convey the sympathy of indonesia to bangladesh for carrying the burden of over a million refugees  marsudi also conveyed indonesia s readiness to support in easing the burden of the government of bangladesh ,0,0
the following is a brief history of the rajneeshee movement and its controversies  as depicted in netflix s  wild wild country  through six hourlong episodes of archival footage and interviews  h in 1970  bhagwan shree rajneesh  also known as osho  founded a spiritual movement and commune in mumbai  india  his teachings  which featured  an odd mix of capitalism  meditation  ethnic and dirty jokes  and open sexuality   earned him an international following and reputation as a  sex guru   h in the early 1980s  rajneesh faced increasing pressure from indian authorities over his group s sexual rituals and controversial practices  in 1981  he fled the country and gathered around two thousand of his followers to establish a utopian city on a 64000acre plot of land in wasco county  oregon  h as rajneesh s redrobed followers  called  rajneeshees  or  sannyasins   started to build their utopian commune  locals from antelope began to raise legal barriers to confront the group s expansion  h in the face of legal challenges  rajneesh s righthand woman  ma anand sheela  led an attempt in 1984 to take over the county s municipal legislature by busing in thousands of homeless people to vote rajneeshee members into state government positions  h sheela also orchestrated the largest bioterrorism attack in us history when the group contaminated 10 local salad bars with salmonella in an attempt to depress voter turnout among oregonians ,0,0
trauma burns deep for survivors as giant mudslides cut lives short h lives are cut short  many are desperately clinging to their own selves  without loved ones  survivors are homeless ,1,1
he said the bill which seeks to alter sections 65106131 and 177 of the 1999 constitution is aimed at reducing the age of eligibility for elective offices across board  and to introduce independent candidacy to our electoral process  he said   we committed ourselves in our legislative agenda to give priority to  necessary legislative interventions to promote equality and inclusion  and entrench the rights of women  youths and vulnerable groups in the society  ,0,0
the priorities are part of tvp s stronghold campaign to combat serious and organised crime  a form prevalent in oxford is drug lords exploiting vulnerable people and selling substances from their homes  under the new operating model  insp simpson is in charge of 17 pcs and about 30 pcsos ,0,0
weakening and division of syrian state means an even greater potential for the levant to become a breeding ground for militancy and protracted violence  studies have always proved that small states are more vulnerable to terrorism and militancy  creating new microstates would only threaten fragile lives with even greater uncertainty  instability and fear ,0,0
the actor s transition to movies began with a breakout role in 1999 teen comedy 10 things i hate about you  since then  he has worked nonstop across a variety of film genres  from 2004 s gritty  lowbudget drama brick to playing a hopeless romantic in 2009 romantic comedy  500  days of summer  he broke into blockbusters with stephen sommers  gi joe  the rise of the cobra in 2009  and in nolan s inception in 2010 ,0,0
she pointed to  playboy s contribution to advancing and defending the freedom of the press  fighting back retrograde obscenity laws  and advancing the rights of women to express their sexuality  ,0,0
speaking as the solheim cup played out this week  lichtenhein insisted the let remains a viable business  if one operating as an outdated model   i ve been looking at our governance structure  which i think is in need of updating   he said   we have articles of association that have nt been changed in the last 30 years  i m not saying there is anything wrong with that  but with everything that is going on just now around governance in sport  and the uk government s interest in that  we want to show ourselves as a modern company  ,0,0
in 2009  the central government approved an education fund of about 198 billion yuan  around 2119 billion us dollars   about 287 million children from poor families received financial aid for their schooling  the government plans to increase the ratio of education expenditure to gross domestic product to 4 percent by 2012 from 348 percent in 2008 ,0,0
 it s about saying how much is vulnerable  how much is it worth  what is the cost of losing that  what is the cost of retreat or what is the cost if we had to relocate some of that stuff  and what is the cost benefit ratio of that  ,0,0
turnerjones explained that a vibrant economy should be defined by  productivity  has clear rules  protects the vulnerable and provides employment    importantly  a vibrant economy must be growing   she added  noting that  setting an ambitious growth target as the economic growth council  chaired by michael leechin  has recently done is a step in the right direction  ,0,0
cubs slugger kris bryant hit a tworun homer in his return from the disabled list  and allstar javier baez tied the game with a solo homer to start the seventh ,0,0
starbucks is vulnerable to international consumer protests against trump policies because it has a significant  very visible global footprint in 75 countries ,0,0
do nt let our abs become economic refugees,0,0
why should this even be an issue  i thought our concern should rather be  whether we are getting value for money which  of course  was conspicuously lacking in the previous government  okay  let s even assume without admitting that their argument against nana addo s appointments is without blemish  i ask  did ghanaians go to the polls last december to vote for a certain  lean something something   was that why ghanaians voted against john mahama  i thought we ghanaians voted against hardship  hopelessness  legendary corruption and arrogance of power  which were the hallmarks of the erstwhile mahama government ,0,0
few stories tug at the heartstrings as much as the rescue of an animal in need ,0,0
 fostering a legacy of excellence  is the chosen theme for the 20th anniversary of the ida gala  which commemorates the success of newcomers in their professional and business endeavors  as well as recognizes the new and innovative ideas immigrants bring to the calgary community ,0,0
hawke s bay paediatrician and former children s commissioner russell wills said alcohol consumption was as high as it had ever been with  aggressive marketing  and cheap prices fuelling problem drinking among young women to an extent not seen a generation ago ,0,0
illegal immigrants grow commercialscale cannabis in rentals,0,0
it s precisely what s needed in our own beloved kenya  namely  a majority of voters going to the polls come 2017 and saying  enough of the tribal and ethnic based politics  enough of being ruled by inept and incompetent governments and leaders who promise the moon when vying for office only to deliver nothing but more misery  hopelessness and poverty for everyone except themselves and their cronies ,0,0
while the act would increase the number of visas available to stem workers educated in the us  it would not increase the overall number of immigrants admitted to the country each year  to do so  the bill would eliminate the dv program  which makes available 55000 visas annually to randomly selected applicants from countries with a low rate of immigration into the united states  known to be plagued by fraud and abuse  the dv program requires only that applicants ,0,0
the report from the domestic violence charity women s aid reveals that 41 of women reported that a partner or ex had used their online activities to track them or check up on them  and 37 said they had felt threatened by such behaviour  facebook and email were named as the most common platforms for abuse ,0,0
since last november  seven portable night shelters  each capable of accommodating 12  were installed by the municipal corporation of gurgaon  mcg  to ensure the city s homeless are nt left out in the cold ,0,0
the nationalists were treated like peasants and serfs  confined to ghettos and lowlands while the unionists lorded it over them  the irish nationalist party that sprung up was hopelessly ineffective and occasional ira campaigns came to nought ,0,0
in the constituency consisting of rawalpindi downtown and parts of saddar and chaklala cantonment areas  the supporters of candidates  including women  guided voters about polling in tents put up near polling stations before giving them their respective voter registration numbers in writing ,0,0
3  respecting  protecting and promoting the rights of palestinian refugees to return to their homes and properties as stipulated in un resolution 194 ,0,0
i know it s from your campaign slogan  who could possibly have missed it   but if you re going to argue you ve already been doing it then we re going to have a problem  because deeprooted social problems like homelessness and poverty have definitely increased on your party s nineyear watch ,0,0
they have been the target of decades of statebacked persecution and discrimination in the mainly buddhist country  where many view them as illegal immigrants from bangladesh   colombo  sept 30  2017 ,0,0
indian communists can be hopelessly narrow and sectarian in their outlook  and they can be the cynosure of a liberal polity ,0,0
one private charity  basma  is trying to help out by funding cancer drugs for poor families  the proportion of patients who need assistance has risen from about 30 percent to nearly 80 percent since the war began  executive manager rima salem said ,0,0
it envisions establishing four safe zones that would bring relief for hundreds of thousands of syrian civilians and encourage refugees to return  russian military officials said on friday ,0,0
 we re looking at vulnerable neighbourhoods with heat risk  without tree canopy to deal with the hot days   robertson said   these parklets would have shade and seating and water fountains  possibly watermisting devices  so  obviously  there s a winwin with more permeable surface to deal with rainfall and also being a good little island of cool on these hot days  ,0,0
with a repatriation plan in tatters and funding evaporating for a million refugees with evergrowing needs  rohingya muslims who fled myanmar to bangladesh face a grim future one year after the latest eruption of a decadesold conflict ,0,0
in this wave  as many as 20 of jobs  from all sectors  could be affected  but the financial services sector is still expected to be hit harder than most  women are still slightly more vulnerable during this phase  as are those without graduatelevel qualifications ,0,0
the unknown hackers disabled the city printer connected to global payments platform swift on feb 6  preventing the bank from receiving acknowledgement messages for three fraudulent payment instruction sent that evening until the next morning ,0,0
so how does all this fear and paranoia and loathing and hopelessness manifest itself on a social level  simple  we need to lash out  we need someone to blame  step forward the mainland individual  specifically the mainland mothertobe  she s the one to blame  but really  any mainlander will do ,0,0
any opening in which the speakers can revert to their native tongue tends to dilute this immersion  there are enclaves all over the world that exclusively utilize a nonnative language  these might be a colonial or economic zone  or simply a place where rent is affordable for the newly arrived immigrant ,0,0
a boy makes his way next to tents at a makeshift camp for refugees at the greekmacedonian border  near the village of idomeni  greece  reutersalkis konstantinidis,0,0
due to cultural factors and the government s policy of eliminating visible homelessness  the affordability problem is somewhat hidden within overcrowded and substandard housing in  urban villages   where low income migrant workers seek accommodation  unlike the fashionable  urban villages  of sydney or manhattan  china s urban villages are the new slums ,0,0
clinton  who herself made a historic bid in 2008 to become the first us woman president  also feels that women across the world still encounter  double standards  in politics ,0,0
syrian refugee metal shop trainees work at one of the vocational training centers in the azraq camp  june 27  2016 ,0,0
joe carolan  spokesperson for people before profit  reminds us  in an election year  the real news story is the mistreatment of the poor  appalling levels of homelessness and record high levels of youth suicide  ,0,0
to help millions of children from poor families  we should embark on a national health and educational program to be implemented by public healthcare nurses  midwives  and primary care physicians  they should teach pregnant mothers  as well as parents of children younger than three years old  how the brain develops in addition to their current health teaching ,0,0
for jobless  hopeless zimbabweans there is nothing much to cheer,1,1
 he just walked right up to me and said   hi   and of course i burst into tears   kathy says on the podcast   i felt pretty hopeless  i was morbidly obese  and i was in my 30s  i just felt like there was nt anything for me in my life  i was nt taking care of kathy  ,0,0
under the slogan  if we stop  the world stops   women working both in and outside their homes  unpaid caretakers and students are called to join the 24hour strike by the march 8 commission  a platform of feminist organizations that also demands equal opportunities for working women ,0,0
rohani lauded the event  saying that the fest  themed  to honour  empower and respect   would empower women in many aspects including culture  social and economic standing ,0,0
the european union is making an historic mistake in its haste to conclude a refugee deal with turkey  overlooking human rights violations that risk plunging the bloc s largest membership candidate into civil war  said selahattin demirtas  leader of the nation s most prominent prokurdish party ,0,0
bangladesh s government has been under pressure to open its border to the fleeing refugees  but it has reinforced its border posts and deployed coastguard ships to prevent fresh arrivals ,0,0
about a dozen students walk through a classroom on the university of houston campus  laying out pens  envelopes and stamps  they re preparing to do what they call a  mail flood   writing hundreds of letters to governor greg abbott expressing their support for syrian refugees ,0,0
it disrupts production of goods and services and poor families end up spending 25 percent of their incomes for treatment ,0,0
the ivory ban takes the airline s conservation pursuits one step further  in an effort to protect vulnerable elephant populations around the world  more than 20000 elephants are killed due to ivory poaching each year  which accounts for 60 of all elephant deaths annually ,0,0
maize is also protected with taxes to increase profits of vested interests  pushing up chicken prices and worsening protein malnutrition among kids of poor families  critics say  milk prices are also high due to a selfsufficiency drive  cheese is a super luxury good ,0,0
jubilee strategists are engineering a  fear of a raila presidency  and portraying the opposition as hopelessly divided among competing big parties and devoid of a kenyan agenda ,0,0
this letter also might encourage other people  if they see someone struggling just go over and help  it can really make that elderly  disabled or troubled person s day ,1,1
the man by the name simon kimely had given up his time to help a disabled old man in ngara  nairobi ,0,0
living in kunshan as a city with an immigrant population even larger than the number of its permanent residents  kunshan has been utilizing an innovative approach to granting migrants the rights to essential city services  it won the united nations  habitat scroll of honor award in 2010  along with singapore and vienna  for its advanced human settlements development ,0,0
h  through concerted action to provide  safe  water to vulnerable populations and by several other means  phepro foundation can totally eradicate the ckdmfo within 12 years ,0,0
 after having the opportunity to watch a fundraising concert by seed  our homeless community was picked up in a massive raid in kl  they were herded onto a lorry and driven out of the city  they were told to get off at rawang and some at karak highway   she said in the post ,0,0
 they have cleaned this up a lot over the past three or four years  it will never be completely cleaned up with shelters  ontario works and homeless people in this area  to expect to not have any problems here is stretching the imagination   he said ,0,0
originally from iraq and a recent immigrant from the united kingdom  dr albeer has been working for the nirvana health group for the last six years  she would nt be working in this otara clinic if it were nt for the patels  who she thinks the world of ,0,0
executive director of the jamaica council for persons with disabilities  jcpd   christine hendricks  says that with the passage of the disabilities act in 2014  there has been an increase in the number of persons expressing interest in engaging members of the disabled community ,0,0
fighting on  charlie gard and his father  the doctors say his case is hopeless  but his parents do nt accept that,0,0
ward representatives will pay sh25000  while those classified under special interest groups  including the disabled  women and youth  will pay sh15000 ,0,0
rosanne haggerty runs the new york city nonprofit common ground  which has launched an effort to find permanent housing for 100000 chronically homeless people ,0,0
he said some elements were bent upon spreading hopelessness in the society and added  i have decided to put all record before the nation  and in the senate  as reply for those who are being upon point scoring  we must give impression of unity  strength and victory in this war on terror  ,0,0
 he liked to help people so i thought this could be the last time he d be able to help someone in need   said ms lim ,0,0
dr blake remains virtually the only person in sports who thinks nothing has been proven  those phoney women s records affect jamaica more than any other country  the falsestart rule affects only sprinters,0,0
its segamat division chief  zahari sarip said the financial assistance from this wakaf fund could be changed into scholarships as a reward or sign of appreciation  especially for those who are the first in their poor families to go to university ,0,0
riss says he wanted to depict the hypocrisy of europeans  reaction to the crisis as well as the  disenchantment  awaiting the migrants reaching the continent s shores alive ,0,0
 these lengthy  inefficient and burdensome processes result in more hindrance than assistance to smes that are more in need of government assistance than larger firms to enter international markets   the study highlighted ,0,0
the long running prestigious nsac  the national students art competition sponsored by shell produced many of the top  wellrespected  acclaimed artists from the early 50 s until the present   breaking barriers  of dow jones  and rotary club of makati central  was a contest for the artists who were disabled physically and mentally  philip morris and nokia have mounted exciting competitions that many young artists won and eventually dominated the local field and became international stars ,0,0
he also worries that attitudes towards refugees have changed since the deadly paris attacks ,0,0
guatemala city  june 25  reuters   guatemalan president jimmy morales on monday said he had instructed his foreign ministry to petition the united states for temporary protected status for the country s migrants  he said in a twitter post ,0,0
the africa story is not unique  the united states of america was colonized by both britain and spain  almost at the same time  most americans are descendants of immigrants and revolutionists ,0,0
the last time makenga saw his parents was 15 years ago  and since then he has never seen them because they fled drc following the outbreak of the civil war   we want all congolese refugees to return home unconditionally including my parents  we want all congolese to participate on governing and reconstructing their country ,0,0
three out of the four women hospitalised  and one victim now requires surgery for her injuries ,0,0
proactively responding to problems faced by the people is another facet of the revitalised senate  for instance  when chitral  in pakistan s remote northern corner  faced flooding  dislocation and homelessness  the senate acted promptly by despatching relief goods through a 3person delegation of senators who went to chitral  or when the great national hero  abdul sattar edhi passed away  the senate donated 4 ambulances  for each unit of the federation  to the edhi foundation to pay tribute to this icon of humanitarianism ,0,0
amri s father told a radio station his son had left tunisia seven years ago as an illegal immigrant ,0,0
between racism  crime and a sense of discomfort  the plight of the chinese immigrant has been disheartening to the minority group in jamaica ,0,0
 mpi is hopelessly conflicted by trying to be both the promoter and the regulator of an industry that shows flagrant disregard for the law  the minister needs to stop repeating ministry spin  and sort out mpi s very serious conflict of interest   says mr hackwell ,0,0
my experiences with home burglaries left me with a hopeless fear  as i grew older  i felt more vulnerable to attacks and less mentally capable of preventing them ,0,0
citizens gather around a car that distribute meat for the poor families in the old city of mosul  iraq august 22  2018  khalid almousily  reuters,0,0
the  othering  of muslims happened in the colonial period and the first recorded event is a religious riot in 1930  it involved the sale of a cow for sacrifice  which led to violence between upcountry hindus and immigrant chittagonian muslims in the assam oil company town of digboi  this incident is important because it became indicative of the slow transformation of assam from outside ,0,0
 leo has been making headlines round the world  the first openly gay taoiseach  the first son of an immigrant  to which we add our own trinity first  we wish him the very best   prendergast said  while trinity has seen plenty of its graduates enjoy successful political careers  including current chancellor of the university of dublin  mary robinson  who is a former president of ireland  it has never had a graduate elected taoiseach before ,0,0
 all your friends on your social network accounts automatically become your first clientele and you keep on getting more at your liking   she said  adding   sometimes social network users in need of your products become the first to include you to their accounts on seeing your products displayed on their friends  timeline  ,0,0
the phone booth and minority report actor is a patron of the irish homeless street leagues  in his own words  they provide provide an opportunity for those who are living without a roof over their head  or a warm bed to sleep in  to feel like they re a part of a community  that they re included and empowered in their lives   so his views on the issue of homelessness are just as valid as any expert or politician ,1,1
bangladesh has become one of asia s most remarkable and unexpected success stories in recent years  once one of the poorest regions of pakistan  bangladesh remained an economic basket case  wracked by poverty and famine  for many years after independence in 1971  in fact  by 2006  conditions seemed so hopeless that when bangladesh registered faster growth than pakistan  it was dismissed as a fluke ,0,0
this year s first black storm warning poured 300 millimeters of rain on kwai tsing and sham shui po in just an hour  with flash flooding almost covering a taxi up to its roof in shau kei wanan illegal immigrant died after slipping down a wet hillsidethe hong kong observatory hoisted the amber rainstorm warning at 640am before raising it to red at 915am yesterdaya second band of rain arrived a ,0,0
vatican city  to suffer and empathize together with others  drawing close to them to help restore their dignity  this is the attitude that the christian should before those who suffer and are in need  said pope francis during mass this morning at casa santa marta  commenting on today s gospel from luke dedicated to the account of christ s resurrection of nain s son ,1,1
the duo became the  goto  forgers for criminal gangs in north london by selling passports  driving licences and national identity cards to criminals and illegal immigrants seeking a new identity  pictured ,0,0
while kenya is a democracy where people have a right to question an election and even seek its nullification in court  a few fine points expose the low voter turnout narrative by nasa as hopelessly shaky and selfdefeatist ,0,0
greece has been a key point of entry for irregular migrants as the european union struggles with its worst migration crisis since world war two  on tuesday  the bloc rolled out proposals aimed at stemming the influx ,0,0
dudley said the council had  invested heavily  in support services for vulnerable people  including those who are homeless  citing several measures including an emergency shelter open every night of the year ,0,0
speaking for right to pride  craig chapman said segregating migrant workers  drug users  sex workers  clients of sex workers  prisoners  the lgbti community or heterosexuals from anyone else living with or exposed to hivaids was nt helpful ,0,0
according to the foundation  a number of children between the ages of six and 14 homeless and roaming the streets is becoming alarming ,0,0
the runup to the enactment of new media laws initiated by the government in 2006 remains stalled  this is after media stakeholders rejected the governmentproposed bill on the freedom of information act  saying it was hopelessly flawed  also stalled is the intensive review the draft national media policy ,0,0
kuala lumpur  reuters   malaysia s new government said on saturday it is considering amending laws on human trafficking and migrant smuggling just days after the us state department reported a lack of progress in the country s efforts to counter trafficking in the past year ,0,0
 a total of 103 one stop service centres for the disabled have been set up in 64 districts  about 24 million people have so far availed services at these centres  ,0,0
the illegal immigration reform and immigrant responsibility act  iiraira  of 1996 significantly changed the immigration laws of the united states  many crimes previously not considered deportable offences were now made deportable  iiraira was also made retroactive  thousands of people with convictions as petty as shoplifting  reaching as far back as the 1970s  were now at risk for deportation  but that still was nt the worst part ,0,0
she swam part of that crossing over to the island of lesbos  helping other refugees who were in the water and were unable to swim ,0,0
many advocates for immigrants say they are hopeful that the vast majority of people from the six targeted countries applying for us visas will qualify for such exemptions ,0,0
cameron has promised britons he will exclude new european immigrants from inwork benefits for four years and cut child benefit for workers whose families remain at home ,0,0
however  in the absence of collective bargaining power under the law  the agricultural workers are left vulnerable to exploitation  which leads to bonded labour ,0,0
after world war ii  returning soldiers and some immigrants brought european ideas to the local art world  in the 1940s  jean welz  for instance  born in austria in 1900  brought a detailed  nuanced and sophisticated style to still lifes  portraits  nudes and landscape paintings  maurice van essche  born in belgium in 1906  applied the modernist techniques of his teacher matisse to specifically african subject matter  h impact of african forms,0,0
